Algorithm name	Graph filename	Agents filename	Patience parameter	Number of runs	Max route length per agent	Result	Run time
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	3,0673
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	3,0459
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	3,1534
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9174
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,2805
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,7729
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,917
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	3,0933
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,1333
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,2754
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,1448
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,0552
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9686
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9332
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9438
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	3,68
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,0663
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9345
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,0497
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,0185
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,0992
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,8641
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9481
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,1393
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,4759
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,6043
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,097
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,0386
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	1,9912
GreedySearch	g5	MultiAgents\a2_0	30	30	30	781,51	2,1422
