Algorithm name	Graph filename	Agents filename	Patience parameter	Number of runs	Max route length per agent	Result	Run time
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2101,2	3,6032
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2119	2,5378
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2047,37	3,9338
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2151,82	4,2973
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2004,19	2,6875
GreedySearch	g10	MultiAgents\a1_0	30	30	30	1922,45	3,7265
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2018,06	2,6824
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2001,6	2,4563
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2160,3	2,6005
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2176,63	3,6616
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2153,25	3,2755
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2014,8	4,0042
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2047,37	4,5734
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2174,05	3,002
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2182,82	2,5638
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2004,19	2,5143
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2010,73	2,74
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2018,06	2,4891
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2109,39	2,2353
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2125,91	2,6342
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2038,98	3,6198
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2001,6	2,4332
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2104,16	2,5984
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2096,54	2,4968
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2010,73	2,4887
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2014,8	2,4913
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2033,96	3,0476
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2095,97	2,4704
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2000,59	2,3931
GreedySearch	g10	MultiAgents\a1_0	30	30	30	2014,8	2,609
