Algorithm name	Graph filename	Agents filename	Patience parameter	Number of runs	Max route length per agent	Result	Run time
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1634,87	5,1566
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1613,37	4,1941
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1709,36	3,6053
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1557,47	2,3872
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1724,62	2,7089
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1685,34	3,9193
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1732,54	2,3867
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1711,84	3,066
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1709,04	2,4853
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1588,55	2,4942
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1543,65	2,6973
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1543,65	2,4691
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1557,47	2,4533
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1627,52	2,5156
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1580,49	2,4
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1661,1	2,746
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1613,62	2,496
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1602,37	2,4358
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1580,49	2,4733
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1589,85	2,7434
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1588,55	2,4379
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1716,99	2,3761
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1586,38	2,3121
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1721,46	2,4145
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1580,49	2,9478
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1612,39	3,1274
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1605,73	2,7959
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1658,27	2,6457
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1741,98	2,5783
GreedySearch	g10_rand	MultiAgents\a1_0	30	30	30	1586,38	2,545
