Algorithm name	Graph filename	Agents filename	Patience parameter	Number of runs	Max route length per agent	Result	Run time
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,1525
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7395
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,2937
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,9072
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,3202
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,0125
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,1713
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,1828
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,1606
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,8245
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6802
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	5,0978
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,5732
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,8137
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	2,0061
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7454
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6883
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6964
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7698
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,5961
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7493
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6934
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7173
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,9328
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6123
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6405
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7352
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,6789
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,9959
GreedySearch	g5	MultiAgents\a3_5	30	30	30	570,16	1,7211
