Algorithm name	Graph filename	Agents filename	Generation number	Populatiom number	Mutation probability	Weakparent rate	First childmutate	Second child mutate	Result	Run time
Genetic	graph3	agents4	100	0	0,2	0,03	True	True	999,93	0
Genetic	graph3	agents4	100	0	0,212	0,03	True	True	999,93	1205,4432
Genetic	graph3	agents4	100	0	0,224	0,03	True	True	994,28	1105,5852
Genetic	graph3	agents4	100	0	0,236	0,03	True	True	1013,34	1090,392
Genetic	graph3	agents4	100	0	0,248	0,03	True	True	955,29	1172,7366
Genetic	graph3	agents4	100	0	0,26	0,03	True	True	927,23	1017,1208
Genetic	graph3	agents4	100	0	0,272	0,03	True	True	1002,45	1152,2305
Genetic	graph3	agents4	100	0	0,284	0,03	True	True	921,51	1096,7979
Genetic	graph3	agents4	100	0	0,296	0,03	True	True	973,46	1092,5445
Genetic	graph3	agents4	100	0	0,308	0,03	True	True	995,21	1169,0327
Genetic	graph3	agents4	100	0	0,32	0,03	True	True	939,25	1031,9505
Genetic	graph3	agents4	100	0	0,332	0,03	True	True	915,77	1268,4342
Genetic	graph3	agents4	100	0	0,344	0,03	True	True	975,56	1126,9548
Genetic	graph3	agents4	100	0	0,356	0,03	True	True	895,7	1120,5599
Genetic	graph3	agents4	100	0	0,368	0,03	True	True	954,13	1076,2718
Genetic	graph3	agents4	100	0	0,38	0,03	True	True	870,27	1029,1848
Genetic	graph3	agents4	100	0	0,392	0,03	True	True	821,62	1183,3627
Genetic	graph3	agents4	100	0	0,404	0,03	True	True	917,82	1024,8256
Genetic	graph3	agents4	100	0	0,416	0,03	True	True	943,98	1133,6091
Genetic	graph3	agents4	100	0	0,428	0,03	True	True	994,14	1059,0545
Genetic	graph3	agents4	100	0	0,44	0,03	True	True	945,24	1136,7809
Genetic	graph3	agents4	100	0	0,452	0,03	True	True	1011,35	1146,1484
Genetic	graph3	agents4	100	0	0,464	0,03	True	True	965,55	1079,0806
Genetic	graph3	agents4	100	0	0,476	0,03	True	True	924,13	1192,042
Genetic	graph3	agents4	100	0	0,488	0,03	True	True	769,97	1135,1493
Genetic	graph3	agents4	100	0	0,5	0,03	True	True	783,87	1101,0301
Genetic	graph3	agents4	100	0	0,512	0,03	True	True	945,57	1147,7053
Genetic	graph3	agents4	100	0	0,524	0,03	True	True	836,59	1045,4562
Genetic	graph3	agents4	100	0	0,536	0,03	True	True	865,76	1180,097
Genetic	graph3	agents4	100	0	0,548	0,03	True	True	849,78	1027,0605
Genetic	graph3	agents4	100	0	0,56	0,03	True	True	828,71	1123,1907
Genetic	graph3	agents4	100	0	0,572	0,03	True	True	881,06	1033,1166
Genetic	graph3	agents4	100	0	0,584	0,03	True	True	1036,1	1067,3728
Genetic	graph3	agents4	100	0	0,596	0,03	True	True	787,57	1100,8381
Genetic	graph3	agents4	100	0	0,608	0,03	True	True	849,78	1059,5507
Genetic	graph3	agents4	100	0	0,62	0,03	True	True	908,95	1133,65
Genetic	graph3	agents4	100	0	0,632	0,03	True	True	740,42	987,1765
Genetic	graph3	agents4	100	0	0,644	0,03	True	True	1014,64	1156,4951
Genetic	graph3	agents4	100	0	0,656	0,03	True	True	756,46	1025,3674
Genetic	graph3	agents4	100	0	0,668	0,03	True	True	863,78	1108,5108
Genetic	graph3	agents4	100	0	0,68	0,03	True	True	911,2	1041,3193
Genetic	graph3	agents4	100	0	0,692	0,03	True	True	738,09	1036,1259
Genetic	graph3	agents4	100	0	0,704	0,03	True	True	841,45	1148,1444
Genetic	graph3	agents4	100	0	0,716	0,03	True	True	1012,51	1054,8689
Genetic	graph3	agents4	100	0	0,728	0,03	True	True	714	1113,9504
Genetic	graph3	agents4	100	0	0,74	0,03	True	True	822,7	1008,9514
Genetic	graph3	agents4	100	0	0,752	0,03	True	True	848,68	1159,4515
Genetic	graph3	agents4	100	0	0,764	0,03	True	True	744,94	1044,9664
Genetic	graph3	agents4	100	0	0,776	0,03	True	True	821,62	1031,2269
Genetic	graph3	agents4	100	0	0,788	0,03	True	True	849,78	1111,0704
